uid,platform,source,rating,text,discovery_relevant,primary_theme,new_category_barrier,purchase_trigger,consideration_level,categories_mentioned,jtbd,external_platform,segment_signal,sentiment
appstore_14292921844_417,blinkit,appstore,1.0,There is a practice of delivering rotten items. Many times I received rotten or staled items. Rates of vegetables and fruits are very high as compared to local markets and quality very poor.,False,trust_quality,none,replenishment,low,['grocery_staples'],none,offline,autopilot_narrow,negative
appstore_14291235368_432,blinkit,appstore,5.0,"The Printout Feature!! I have my exam tomorrow and i unfortunately forgot to take out a print of my admit card, a friend of mine told me to order it from blinkit and i thought she was joking lol; i checked and there it was, the printout option, if anyone from blinkit decides to participate in elections, im voting them fs lol, (cause wdym like printouts 24/7, free ambulances) THEYRE DOING WHAT OUR GOVERNMENT SHOULDVE ALREADY DONE! Love yall",True,discovery_awareness,awareness,urgent_need,low,['stationery_printouts'],"when I need an urgent printout before an exam, I want to order it from Blinkit, so I can avoid missing my admit card",none,unknown,positive
appstore_14290985202_434,blinkit,appstore,5.0,"Convenient, good quality, fast delivery",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14290792980_436,blinkit,appstore,5.0,Best Product line - Printout 🎯👏👏👏👏👏,False,other,none,unknown,unknown,['stationery_printouts'],none,none,unknown,positive
appstore_14289561905_456,blinkit,appstore,2.0,Not satisfactory with quality and items are always missing.,False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14289491234_457,blinkit,appstore,1.0,"I orderer some items from Blinkit in Electronic city Bangalore. Once order came, one of the items (banana) was missing. I complaint against it with agent  name Dikshani. But she said it is delivered. How she knows it is delivered or not. I ordered around the amount 1000 something. I dnt need to tell lie. Instead of closing chat, they need to seek about the truth.Not at all satisfied with the service. How can trust",False,returns_support,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
appstore_14288981536_467,blinkit,appstore,5.0,"App is easy to use , with daily use items available all times !",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14288862108_471,blinkit,appstore,4.0,No doubt on the best timing than other apps. Most of the packed items are dirty as if kept on floor. Prices are very high compared to other apps. COD should be always active as some times we run out of money in account as wives but has cash.,False,trust_quality,none,unknown,unknown,['grocery_staples'],none,other,unknown,negative
appstore_14288798441_474,blinkit,appstore,5.0,"Fast delivery, easy ordering, and great service every time. Blinkit makes grocery shopping quick and hassle-free. Highly recommended!",False,other,none,unknown,unknown,['grocery_staples'],none,none,unknown,positive
appstore_14288753930_476,blinkit,appstore,1.0,Amazon Now and Zepto are doing much better than this,False,other,none,unknown,unknown,[],none,other,unknown,negative
appstore_14287617578_484,blinkit,appstore,1.0,"I recently purchase car charger … 7 days return policy but now they are denied it … and saying talk to brand direct … I m regular and valuable customer but their treatment is toooo bad ….
Now I don’t order anything from Blinkit",False,returns_support,none,unknown,unknown,['electronics_accessories'],none,none,unknown,negative
playstore_7da68993-2883-4cad-91a4-dc280795a8ff_0,zepto,playstore,1.0,"please make a video of orders, otherwise zepto won't trust. i ordered some items from them 1 is missing but zepto customer service is saying that the complete order is delivered. so make a video of order or check the items in front of the delivery person.",False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_e99b2a28-1644-4529-9957-f1dee6e4d909_13,zepto,playstore,1.0,"This is completely unacceptable. Your delivery executive marked the parcel as delivered, but I have not received the item. I request that you investigate this matter immediately and provide a resolution without further delay. I have all the necessary evidence to support my claim. If this issue is not resolved promptly, I will have no option but to pursue legal action. My elder brother is an advocate, and we are fully prepared to file a complaint before the Consumer Commission. I trust you are",False,delivery_ops,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_5f3172d8-addb-4b45-856f-3736b5fefa31_24,zepto,playstore,5.0,Best of all quick commerce platform as most of the products are cheapest compared to other platform and quality remains intact. 85% of my orders goes to Zepto.,False,price_value,none,unknown,unknown,['other'],none,none,autopilot_narrow,positive
playstore_66066e71-1145-43f5-ad8e-9e83a1b670f5_39,zepto,playstore,1.0,"Be careful before buying skincare products from Zepto — my experience with their return policy I ordered a Neutrogena sunscreen from Zepto on 18 July 2026. It arrived poorly packed, and after using it, my face started developing redness and irritation. Zepto advertises a 7-day return and replacement policy, so I tried to return the product — three separate times. Each time, the delivery partner showed up but refused to take the item back, claiming the local Zepto store (""Zepto Kundi Kota"")",True,returns_support,trust_quality,unknown,medium,['beauty_skincare'],"when I need to return a defective skincare product, I want reliable return enforcement, so I can confidently purchase beauty items from quick-commerce platforms.",none,unknown,negative
playstore_931bf579-0b67-4ae6-90b5-3175f3b3f44b_44,zepto,playstore,5.0,"Excellent service, but please care for your delivery riders! ​I love using Zepto for its speed, but today I felt really bad when my delivery rider arrived completely drenched in the heavy rain just to deliver my order on time. While Zepto provides uniforms, they should also mandatory provide high-quality raincoats to every delivery person. These riders are the backbone of your service, and their health and safety should be a top priority. Please look into this immediately.",False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_dbeb45b7-62eb-4b07-b433-ce5136863a44_50,zepto,playstore,1.0,not installed this app when you require the thing in emergency as this app is shown the item will be delivered in 10 min but now it's already 30 min but the item is not delivered yet?? This is a serious concern??,False,delivery_ops,none,urgent_need,low,['other'],none,none,unknown,negative
playstore_90bb4431-24ea-4612-88fe-c0b7b8119cc3_53,zepto,playstore,2.0,No easy refunds and legit worst quality of app and product,False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_5170b4c2-4024-4751-a611-2a1c7d31c17f_55,zepto,playstore,1.0,worst delivery experience. delivered an used and half tub with horrible smell rajwada icecream .horrible experience .after that nobody coming for return of the product .it seems someone has eaten this Ice cream .please don't play with the health of customers .never trust this zepto app,False,delivery_ops,none,replenishment,low,['snacks_beverages'],none,none,unknown,negative
playstore_ae2cdeca-9485-44a6-86a7-48a048f7925b_56,zepto,playstore,1.0,Third class garbage app don't buy this app delivered expired products and not resolved the customer issue,False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_35e2e26d-c91d-40c5-9cec-2ffd1eb42770_57,zepto,playstore,1.0,"This app is a rampant abuser of dark patterns. Also, if a product is priced lower than other quick commerce platforms, almost 100% of the times it's going to be rotten, expired or faulty.",False,trust_quality,none,unknown,unknown,[],none,none,unknown,negative
playstore_77442b24-90a4-49f3-abb1-b8d1818ad3a2_69,zepto,playstore,1.0,pathetic absolutely chor hai ye log.Ordered paneer and the packet arrived which was stale.When complained they said return ho jayega.When delivery boy Rajkumar very rude arrived .Said nahi hoga as packet is opened.Can someone tell paneer stale hain ye kya packet bina khole pata chalega.I will never recommend zepto ever .Looting peoples,False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
playstore_5682dc89-e653-4c0f-9fef-a0d65336d59f_76,zepto,playstore,1.0,zepto is very poor return policy open package no return bhai bina khole kaise accept kare bhai koi iska jawab hai apne kah diya vapas nahi hoga to order aap kharab de item bakwas de aur wapas bhi kare bhai zapto kuch bhi order dene se pehle return na kana pade tabhi package khole warna vapas nahi hoga,False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_fa771ec4-a78d-4ef9-9692-5a18b483cf97_78,zepto,playstore,5.0,highly recommend,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_0e849b0c-bee4-4d41-9186-7c0960170795_79,zepto,playstore,1.0,"this app has an history of sending expired products to me, so this is more of a fraud scheme rather than an actual customer centric app",False,trust_quality,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
playstore_3c3b1d8d-d9fd-4fa4-8070-7548e46a4a63_85,zepto,playstore,1.0,"if we are writing emails for any complaint no proper actions are taken , they always tell seller ships after quality checks",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_67c30cee-e889-46ac-8691-ca0ff0b9d955_87,zepto,playstore,1.0,"Worst customer support ever. They don't read emails, don't review the evidence, and don't even try to understand the customer's perspective. Every reply is a copy-paste template that blindly favors the seller. Their grievance process feels completely meaningless.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_f02a61d2-8593-46eb-9967-e0e17159b033_99,zepto,playstore,1.0,sabse bad quality ka saman and sabse bad service zepto very bad zepto service koi bhi bhai zepto ke Jhansi mein Na aaye,False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_34dd1fda-fc5d-498e-b0d8-ea6777aca248_103,zepto,playstore,1.0,"Absolutely terrible experience. I ordered an umbrella which broke on its very first use the next morning—the spring completely popped out of the mechanism, proving it was a cheap, third-class defective item. When I tried to reach out via the in-app chat to get it resolved, the support representative blocked/closed my chat session abruptly without providing any solution! Now they are hiding behind their ""24-hour return policy.""",False,returns_support,none,unknown,unknown,['home_kitchen'],none,none,unknown,negative
playstore_c282f62b-c189-49ac-8638-adae1cd1c631_107,zepto,playstore,5.0,service very good but some product quality like manna badam drink mix is very very very bad 👎,False,trust_quality,none,unknown,unknown,['snacks_beverages'],none,none,unknown,negative
playstore_dff9d0ad-a5d6-42c0-b9af-b6c99979c3ac_108,zepto,playstore,1.0,"They are running a scam, I would suggest avoiding zepto bcz first they will show that your order will arrive in 7 minutes after placing the order they prolonged the time and secondary they will show that your order arrived but after 5-6 minutes the delivery partner will arrive. I would recommend you to follow Amazon now , Swiggy Instamart as they are punctual to their timelines. # Worst Service Zepto",False,delivery_ops,none,unknown,unknown,[],none,amazon,unknown,negative
playstore_aab0defc-4681-490a-aa8f-017df2c7c630_109,zepto,playstore,1.0,"worst consumer support. not listening from customer pov and proofs. Just listening to the seller. Am just filing a complaint in the consumer court if I don't get a replacement or refund within 48 hrs.Section 2(11) defines ""Deficiency"" in service.Section 2(47) deals with ""Unfair Trade Practice,"" including misleading representations and supply of goods different from those ordered.Section 35 provides consumers the right to file a complaint before the appropriate Consumer Disputes Redressal Comm...",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_a2e944f9-29a1-4a9b-ba46-7e9cb7d53536_112,zepto,playstore,1.0,really pethetic service and product quality. try to inform about my review regarding product and they ignored. Zepto is not even qualified for 1 star. thats why this app is 3 star.,False,trust_quality,none,unknown,unknown,[],none,none,unknown,negative
playstore_3fd14b8c-f131-4f31-8b22-0e1295e6767e_126,zepto,playstore,5.0,good quality product and super fast delivery with reasonable price,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_a57cfe3e-9164-4bd6-af2a-0dcda51b603d_147,zepto,playstore,1.0,"Customer care representative openly told that if any of the coupon is not working from their app, they are not responsible for it. They are just showing fingers on the 3rd party vendors. If you are not responsible for working of any payment offer coupon displayed in ur app, then why the hell you display that in your app.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_3b375fdc-e4f6-4b5d-81bf-b84aad2d9bfc_149,zepto,playstore,1.0,sabse bekaar or bevkuf banne vali aap h ye.ye sirf or sirf expiry date vale product hi sale karte h.or na hi inka customer care support shi h.is aap ko koi download mat karna😡😡😡👎👎👎👎.,False,trust_quality,none,unknown,unknown,[],none,none,unknown,negative
playstore_4a70fbb1-760f-474a-a43d-fc27d57c7721_164,zepto,playstore,5.0,"best products, normal price and best quality thank you zepto for the fast delivery 👍🏻",False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_b6fe5bb4-4b04-4cad-9678-e849860d0ebd_172,zepto,playstore,1.0,it's very bad fregnes it's very bad quality perfume 😔😔,False,trust_quality,none,unknown,unknown,['beauty_skincare'],none,none,unknown,negative
playstore_b9ee29de-e04b-486f-a6fe-741af22a6341_180,zepto,playstore,4.0,very very poor customer support. no solution given / no replacement / return.,False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_f2e68aa3-fe94-44fd-8115-259a24abbd81_185,zepto,playstore,2.0,"such a poor app quality. whatever I'm searching for, it's saying no founds. there was an ice cream offer from havmor, it's not even showing that. such a poor quality app",False,search_findability,none,promotion,unknown,['snacks_beverages'],none,none,unknown,negative
playstore_c6a5215d-5721-4a0c-9e46-119139db27fa_205,zepto,playstore,1.0,"doing scam , claiming 1 rupees icecream, don't u have shame ( I was a customer) from now onwards i won't use in my family also I recommend not to use",False,other,none,promotion,unknown,['snacks_beverages'],none,none,unknown,negative
playstore_46e570e0-2aa5-425b-9ea5-0e4e9c3eeee0_208,zepto,playstore,1.0,"ordered a gift set, paid and everything. but the product went out of stock. said they'd refund money in 5-7 days. no refunds came through till date. definitely would not recommend",False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_24892b85-794d-4601-9ef8-aa078cf59182_210,zepto,playstore,1.0,Worst And Fake Groceries Application Ever 😒😒🙄🙄 ( World Ice Cream Day Scam Openly ) There's No Any Offers In These Zepto So Cheap And Fraud,False,other,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
playstore_b71ba833-e008-44b9-a79d-d4dda37da003_214,zepto,playstore,1.0,havmor 1 rs ice cream wala offer hamare liye kyo nhi hai? hum tumhare regular customer nhi hai kya?,False,price_value,none,promotion,low,['snacks_beverages'],none,none,unknown,negative
playstore_10ea1c6f-f55d-47a3-8c50-af4e202e43db_219,zepto,playstore,1.0,"worst app, fake offers",False,other,none,unknown,unknown,[],none,none,unknown,negative
playstore_a76270e7-2b18-404d-acf1-28a9252bdda7_225,zepto,playstore,1.0,"worst app, runs fake offers , misleads and clickbaits customers just to show increase their peak online user to get more funding from the investors.. absolute disgrace",False,other,none,unknown,unknown,[],none,none,unknown,negative
playstore_f55caf11-002d-4431-963f-954b77b92b7e_226,zepto,playstore,1.0,very bad ...it was trying to scam during payment ..didn't expect very disappointed 😮‍💨,False,trust_quality,none,unknown,unknown,[],none,none,unknown,negative
playstore_3f097d48-b90a-4120-88b1-d724c922485b_228,zepto,playstore,1.0,app is crashing frequently in order details,False,app_ux,none,unknown,unknown,[],none,none,unknown,negative
playstore_372944d7-29a5-4e64-a044-34fee2191e43_230,zepto,playstore,1.0,"worst experience with my order, where I received stale coconut and expired ghee, which when contacted Zepto, I was receiving automated reply that the product was delivered in good condition which is not acceptable. Gonna raise this issue in consumer court, and no more Zepto.. They sent a product as replacement which Is a defect product again.",False,returns_support,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
playstore_532848ca-f0e7-4411-90f6-456d5f71650e_232,zepto,playstore,1.0,"worst app maina order kiya tha mujha urgent order chaiye tha 6mint dikhara tha delivery partner half and hour hogaya aaya nhi tha toh maina dusra app se order kiya aur yaha se cancel karwaya toh nera cod band kardiya bad service bad products better use BIG BASKET, FLIPKART MINUTS, BLINKINT AND OTHERS APPS DON'T USE THIS APP",False,delivery_ops,none,urgent_need,unknown,[],none,bigbasket,unknown,negative
playstore_21190714-598e-48a1-9168-a542c03c814f_238,zepto,playstore,1.0,customer service is very bad if you want to lose your money then order from this aap. order cancel on 6th and till the date not received money.very bad service not recommended to buy any thing from this app,False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_fb52ec11-40b2-4fe7-9a20-fd3b6bd5b067_244,zepto,playstore,1.0,"I've deleted my Zepto account. They’ve gone downhill, especially with fresh produce; fruits are tiny, overpriced, and poor quality. The tender coconut quantity is sometimes less than the advertised 210+ml, but support refuses complaints, claiming their ""sellers inspected it""—which is clearly false. They also sold me a defective bottle brush and refused a replacement, citing the same ridiculous excuse. Their service is unreliable and annoying. Instamart and BigBasket are far better options.",False,trust_quality,none,replenishment,unknown,"['grocery_staples', 'home_kitchen']",none,other,unknown,negative
playstore_e4513d75-499e-4072-a862-5b8bd434219f_246,zepto,playstore,5.0,"very fast delivery, nice product quality",False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_31dad855-4b16-4429-88c5-20f92feab733_248,zepto,playstore,1.0,very bad quality materials provide by surat zepto,False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_6c9683d5-ea65-428b-9f8c-fa69821af3ed_257,zepto,playstore,1.0,"Poor store, unnecessary charging surge, Fake small cart delivery and many a time missing or different product. Very hard to report issues or asking for refunds. Also to add...store non operational majorly of times.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_64686682-d053-4467-b03d-da4e45467d40_263,zepto,playstore,5.0,"iam loving the experience. as it's truly ahead of its competitors.. I have tried all platforms including Amazon fresh, flipkart minutes, blinkit,Swiggy Instamart and Bigbasket. but zepto turns out to be the best every single time. no unnecessary charges, price is also similar.. i hope this is not temporary from Zepto. and you continue to give this experience. full 5 stars for now.",False,other,none,unknown,unknown,['grocery_staples'],none,none,unknown,positive
playstore_1465b496-9ac9-480c-ad39-f991979331bb_265,zepto,playstore,1.0,"ordered bluetooth earbuds, missed one ear bud. raised a query, wasted 2hrs time. and their tag line is 10mins delivery. and the replacement is done after 3hrs",False,returns_support,none,unknown,unknown,['electronics_accessories'],none,none,unknown,negative
playstore_8b871a50-168f-4a9b-9561-efe89a8f2b07_275,zepto,playstore,1.0,Worst app. Recived Expired and rotten Fruits and sprouted veggies multiple times.Have raised complaints multiple times but no use.,False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
playstore_5cc5d5bb-b216-49c4-baca-6284e8b79d51_300,zepto,playstore,5.0,good service 💯 i am happy with your delivery 🚚 thanks 👍 i am your your regular customer. you always make my day essay and comfortable we needs anything than remember only zepto.,False,habit_convenience,none,unknown,unknown,[],none,none,autopilot_narrow,positive
playstore_61772d72-b9ec-462d-8b23-f088627d3959_306,zepto,playstore,5.0,i have ever seen this app but I ignored it once I tryed to order something then adventure starts the best prices good quality and very fast delivery impressed me,True,discovery_awareness,none,browsing_discovery,low,['other'],"when I tried Zepto despite initial skepticism, I want fast delivery and good prices, so I can shop efficiently.",none,unknown,positive
playstore_cc377435-d071-4f83-97e7-7cdf20a13488_317,zepto,playstore,1.0,Always delivers near expiry product can't trust this app anymore,False,trust_quality,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
playstore_9a68b1a4-b356-4ecf-b3c9-2f73132c97f6_322,zepto,playstore,1.0,"I have been a customer for over a year, but my recent experience has been extremely disappointing. I received poor quality fruits and eggs with an unusual taste. Even after providing photos as evidence. customer support simply denied the issue and blamed the customer instead of taking responsibility. The same problem happened again, yet there was still no accountability. Very poor quality control and even worse customer support. Losing customer trust like this is unacceptable.",False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
playstore_9e020351-d2cc-4b14-831c-69b883bac29d_330,zepto,playstore,4.0,it's good in all the aspects either service or packaging or quality with most affordable price,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_ae1f9e83-5ee9-49b7-9ab6-468c9b257639_340,zepto,playstore,1.0,delivery time is not good delivery partner not picking phone very bad service not recommended app,False,delivery_ops,none,unknown,unknown,[],none,none,unknown,negative
playstore_95512c82-e1cb-48a4-a5db-b32dfcab3502_346,zepto,playstore,1.0,Please check product expiry dates.. they are selling the products which will be expired soon.. and they deliver all melted ice-creams.. you will get in liquid form.. I asked for refund so they gave 23% of refund..😠 eventhough provides a good service but product should be good...,False,trust_quality,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
playstore_ecc08ebb-cd18-4069-b825-5f07d9933199_360,zepto,playstore,4.0,I like Zepto but we need free cash iam giving ratings to zepto 5/4 iam giving 4 stars from 5,False,other,none,unknown,unknown,[],none,none,unknown,neutral
playstore_b9a70938-a940-406b-a5da-5841c511e21d_363,zepto,playstore,1.0,"I have been ordering from zepto from a very long time, But from last few times the orders have been wrong. Today I ordered panner from it and it came expired(has expired 17 days ago) then I complain. the staf didn't help and said that they will take it back. they send a driver which took more then 40 mins to come. then he was rude. he took it back they refunded me the money on the zepto cash not in my account, then when I order panner again they increased my oder price from free delivery to 149",False,returns_support,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
playstore_1d8116b1-f219-47ac-97ca-097c0c324185_377,zepto,playstore,1.0,nothing in it say write your name i did but nothing just the same screen. I don't recommend this app,False,app_ux,none,unknown,unknown,[],none,none,unknown,negative
playstore_d10889b8-440e-4d2b-89f4-4a097dabef22_380,zepto,playstore,1.0,"Worst online delivery experience I've had. The kulfis arrived completely melted, tasted stale & felt almost expired & unhealthy, the order was also delayed. Customer support was useless & couldn't resolve anything. This is the first time an online service has disappointed me this badly. Zepto seriously needs to improve its quality checks, delivery standards & customer support because this level of service is simply unacceptable. !Uninstalled Successfully!",False,delivery_ops,none,unknown,unknown,['snacks_beverages'],none,none,unknown,negative
playstore_646df357-b835-40f3-a57b-9a732b28709d_387,zepto,playstore,1.0,"I am a regular customer, but today I received a completely tampered product. The safety seal was broken, and the container was already half-used—it only has 200g of product instead of the 400g I paid for! Customer support refuses to take responsibility for this warehouse fraud and is denying a refund. Absolutely terrible service and zero hygiene control. Avoid this app!",False,returns_support,none,replenishment,unknown,['other'],none,none,autopilot_narrow,negative
playstore_22b9deff-7851-461f-9c9a-eaae5c240871_391,zepto,playstore,1.0,very bad experience they have delivered all expired items,False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_d87201ba-9b9d-4abc-b56a-8783afaf791d_397,zepto,playstore,1.0,one of the worst app in quick delivery segment . customer support is non existent. whenever you try contact you will get arrogant answer. Not recommended at all.,False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_92cd12f4-3b7c-4910-809d-8599d413b992_410,zepto,playstore,1.0,worst experience with zepto. i ordered a water bottle and it came damaged and at least not in good condition. reached customer support they are trying to convey the bottle is good. 250 rupees waste i purchased for a gift for some one i can't give damaged one. please don't trust zepto. please plan before ordering in good web site.,False,returns_support,none,occasion,low,['home_kitchen'],none,none,unknown,negative
playstore_5c34cd68-72e6-42b1-9c4d-f2c54d0a7b90_423,zepto,playstore,1.0,selling expired products milk,False,trust_quality,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
playstore_d9d304b9-ecd7-436f-9739-2a4161ab5832_432,zepto,playstore,5.0,nice and quality product,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_6284859b-1abb-4d61-b888-dc2186de1d2b_436,zepto,playstore,1.0,"Welcome to Zepto: Ice creams arrive melted, Cold drinks arrive warm, Fruits and vegetables arrive rotten, Expired products get delivered, Items are missing from orders. And when you report it, you're told the seller delivered everything perfectly and that there's nothing wrong. It feels like customer satisfaction doesn't matter at all. If this is the standard of quality and support, customers deserve much better.",False,delivery_ops,none,unknown,unknown,"['snacks_beverages', 'grocery_staples']",none,none,unknown,negative
playstore_f74faf90-023f-4aa0-b78d-70bc1e4c2fc6_439,zepto,playstore,1.0,"Very disappointing experience. If customer care calls and informs you that one item is damaged, I strongly recommend cancelling the entire order instead of accepting the remaining items. I accepted the remaining items in good faith, expecting the refund for the undelivered item to be processed, but resolving the issue turned into a long and frustrating process with repetitive responses and no proper investigation. Customer support failed to address my genuine concern, and I have completely lost",False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_40198542-96a7-4903-82b2-9135e78474a2_443,zepto,playstore,5.0,"Super fast service, faster than Vande Bharat train! The Amazon Fresh I ordered last Monday has still not arrived! I joined Zepto today and they delivered my order yesterday!!!!, actually in 15 minutes. RIP Amazon, your customer care phone fellows can keep promising Jupiter and Neptune to harrassed customers like me. My first order experience with Zepto was amazing. I'm migrating to Zepto full time! Bye bye Jeff Bezos!",False,delivery_ops,none,unknown,low,['grocery_staples'],none,amazon,new_user,positive
playstore_d0ce5afd-5827-46d6-a4b8-c4094b8143f0_447,zepto,playstore,5.0,original item delivered here and fast and secure,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_b480d232-8d79-46d2-be67-9efccf0901b4_458,zepto,playstore,1.0,kuchh mat mangwa o yahan se bekar packing Ras biscuit hamesha tute hue milte Hain Jo bilkul low quality ka Mal hota hai vah bhejte Hain yah log,False,trust_quality,none,replenishment,low,['snacks_beverages'],none,none,unknown,negative
playstore_c73d4b9d-2e65-4011-802c-32a7dea6ebfa_465,zepto,playstore,2.0,Worst App. Other groceries App are better than this zepto. ordered fruits but receiving all damaged one and if i raise complaint to Zepto support then not even accepting the truth and not taking the complaint . My suggestion is don't use this app. Buy on any other App.,False,returns_support,none,replenishment,unknown,['grocery_staples'],none,other,unknown,negative
playstore_ecbb7966-d351-4d3a-ba4a-d2e498450ece_485,zepto,playstore,1.0,"no easy return policy.... most of the items don't have option for return, you can just exchange them",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_9637d8b3-c2c6-4b82-98c6-286de2972bc5_501,zepto,playstore,1.0,"they don't refund new scam going on they will send u expired food then u complain they will be facing technical issues after sometimes they will say ur refund and return is open till tomorrow . then they will say sorry for any inconveniences this refund was available till yesterday . 🤣 Bigbasket ,blinkit and flipkart minutes thank u for saving me from zepto ✌🏽🙏🏽🩵.",False,returns_support,none,unknown,unknown,['grocery_staples'],none,bigbasket,unknown,negative
playstore_676251fd-b7f6-4b4b-9efd-c4021c75d14d_513,zepto,playstore,4.0,quality wise better sometimes gave wrong products otherwise good 👍,False,trust_quality,none,unknown,unknown,[],none,none,unknown,neutral
playstore_d4491e1a-41f9-48ae-9470-3b17c6c6d929_515,zepto,playstore,1.0,"- - - 1Star Review Very disappointing customer support. If you receive a damaged or spoiled item, it's almost impossible to raise the issue because the chat support doesn't work properly. It feels like the system is designed to avoid taking responsibility for defective products instead of helping customers. A quick delivery means nothing if there's no reliable after-sales support.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_79cc94c7-94e6-4214-9a18-8a76ed00f739_526,zepto,playstore,1.0,they supplied rotten eggs from eggoz when I raised a complaint they resend me the same eggoz as replacement how can I trust this brand who is going to look inside the egg from the same brand zepto is compromising on customers health kindly refund my amount immediately.,False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
playstore_09d338e7-6ce7-4496-9be4-9bae4eaff0a0_531,zepto,playstore,1.0,fraud NVOKJKTRD23992 i got whole bad quality eggs rather than replacement just 20 rupees refund was given .,False,returns_support,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
playstore_194cd2a5-776c-43fa-9fb7-4c684bbfd709_533,zepto,playstore,1.0,this app is very bad for my suggestion don't buy vegitable and fruits because he sale stale and rotten fruits and after complain he say don't help you again you don't buy it for my suggestion you don't buy you use other app for my suggestion you use swiggy or big basket his customer support team is good,False,trust_quality,none,replenishment,low,['grocery_staples'],none,bigbasket,unknown,negative
playstore_5ba1382f-1805-4784-bb94-3bb061e7ba83_536,zepto,playstore,1.0,"Worst online shopping app, no proper return policy. In chatting they say you can place return but rider and their respective store manager deny for the same. Internal team coordination lagging.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_42cfd4c7-831b-4a79-87c0-f2c30202170b_539,zepto,playstore,1.0,"I can give 0 stars , but the last option is 1 star.Because I had bad experience, I have ordered wireless mouse .But package came without power, but package shows that power will be inside. and when I put new battery still mouse is not working . plus zepto didn't help me with this.",False,returns_support,none,unknown,unknown,['electronics_accessories'],none,none,unknown,negative
playstore_4ca51307-11ee-4ae7-a20c-7278341e02e3_540,zepto,playstore,1.0,2 times I ordered but they will sent expired product,False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_a7cea756-3e26-4ee1-b541-ad0bb9fc4044_551,zepto,playstore,1.0,"Very disappointed. I understand promotional offers can end, but I noticed that the same products are priced differently on new and old Zepto accounts. A product costing ₹35 on a new account is ₹36 on an old one, and another priced at ₹36 is ₹38. This hidden price difference feels unfair. Loyal customers deserve transparent and consistent pricing",False,price_value,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_b7c624c3-7c7a-49f9-b4ac-e6d1bfda7d22_554,zepto,playstore,1.0,I first time ordered eggs it was of very bad quality they didn't even accepted an exchange and when I boiled it there were chicks inside the eggs,False,trust_quality,none,unknown,low,['grocery_staples'],none,none,unknown,negative
playstore_882535f5-46e2-4be0-9f39-29ba1fef7082_556,zepto,playstore,5.0,zepto birthday par kuch free gift nhi hai har baar aata but abhi aaya nhi reply fast,False,other,none,unknown,unknown,[],none,none,unknown,negative
